songid,songname,length,popularity
6VixoRqnikN4QqegoKUSbH,Pimpin' All Over The World,329,54
7x6SuiiH3fcrsAgfkp2OwQ,Sugar (Gimme Some) [feat. Cee-Lo & Ludacris],245,54
2oN4q66KUcOnWO86FVyctY,Vitamin D,261,40
0MoRTalVQ1zPdR5HucLJrP,Sunshine,199,0
46XvcuEZFFInDilbYUNHBn,Say I Yi Yi,272,57
1Epb6Kfe3GTgKrrWs1Y4Wy,Badd,225,58
5U1lQBg8zLFZCv9UzU6Noh,Shake,241,54
5Sw4NiI7SniktcUwPweTvs,What's Happenin!,259,47
4QEoAZj6fVeSHj9ti2JpN8,Naggin',263,42
5PsP6R5YDRh5IaqAey04AA,Jigglin,204,20
5a4AQWs84xeEyYUd1iC2Pn,I Think They Like Me - Remix,282,51
4o568kdkDntTDuQTJfMIxa,Ridin' Rims,323,43
5Rkbnhwkb6oiqq1HQcXirN,Rubber Band Man,347,53
3CcvahnsiArpTHYQEWV2Au,Bring Em Out,216,64
4NeOWqHmlrGRuBvsLJC9rL,My Love (feat. T.I.),276,76
0CAJdthKDdRjB2h8YOguN6,What You Know,274,65
3fpTMuD1u3gJlVI4FadVHs,Fancy,319,73
4LE8fR53Pjd6xmHBUlxArg,Top Back,282,53
2OqYarizUUGzSSNHPrDEii,Shoulder Lean (feat. T.I.),258,57
5tEbnKMOMK8LLoOIsEkWRr,Big S**t Poppin' [Do It],287,51
33j4CLU9UyRjO63ry5J61Q,24's (Vocals Only),282,56
2kNtAwWATYkqV3CdT20RV0,Swagga Like Us,327,52
2SuMoyOaAVBg5AzfKyZaKV,U Don't Know Me,243,51
323Tzd2yjV4pifrVAajafb,Hood Nigga,200,60
6XIiqQp6A0gzaIEaDszkZX,Lost,287,51
6g7bQ8qabCjVQQj2giiYZZ,I Got It (feat. Big Block),243,49
7wuh65sqmWBJRsjhmOM3Wl,Juice Box (feat. Yung Joc),249,46
7zLFQs7K5DSsRTJi1lJQdd,I'm Dumb,296,27
5krOROgmf8adn3SJzeKLZy,Back Then,244,58
7r8KGFyID2uExN5FupG4AT,Flossin' (feat. Big Moe),191,52
5jfdZRtygUxV50rsbIF5zj,"Cuddy Buddy (feat. Lil Wayne, T-Pain & Twista)",278,44
4tIPgKJa5DVpJqu7GvH4gU,Screw Dat,199,37
6giYNaycmjkbf7UmZ6RGtL,"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)",241,54
2IBF9lQ9lgVai8LkskI5L7,Get Like Me,224,58
6Rlf0CM4DEKOyxsxeVMq6w,Me & U (Remix) [feat. P. Diddy & Yung Joc],287,50
1AKIrNGGllZmEbh9BbEx0O,Bottle Poppin' (feat. Gorilla Zoe),299,28
07u02f6biDHx5VexfAs41b,Some Cut (feat. Cutty),283,54
22X6L7nd5rV36isOrn4hnY,Neva Eva (feat. Lil' Scrappy & Lil' Jon),276,44
57rjJ54Tu3pXI2X4owPg51,Cutty Buddy,275,34
76dZuMVXjIyLPRLv00skGd,Rock Yo Hips,226,55
1bWFvGIN7b5cTps09X6tZ8,Stilettos (Pumps),202,41
6YTp4sUEi3oWNToQvOjke6,Money in the Bank (feat. Young Buck) - Remix,233,50
4X0gLfG9AtY5Kja1Ejbz51,No Problem,214,51
44K6XKn212DOseP82tWXPS,Oh Yeah (Work) (feat. Sean P. of YoungBloodZ and E-40),276,41
1KW8BTLgbRCTH8pzUmboLE,Betcha Can't Do It Like Me,220,40
05cA5ezq5ChgS4DBbQ3jyk,Tatted Up,233,5
6MnFB3qurhmGs1xdjrz5Bg,A Bay Bay - Single Version,257,0
63XXvHR6FfiRDk5lKNNCMI,Halle Berry (She's Fine) (feat. Superstarr),281,51
6V5r8IMSL7wTZlFmi8AjR0,The Hand Clap (feat. Big Poppa & Hollyhood Bay Bay) - MAIN,261,42
4kmIO0yPq92dXtKCL28RfC,Never Scared (feat. Killer Mike & T.I.) - Club Mix,316,54
24PWKmemCvqfyVXODhoKHW,Sittin' Sidewayz (feat. Big Pokey),228,59
3xhTCpyWpZJ6z5miHy8TRF,Break Em' Off (feat. Lil' Keke),291,46
3YQjgTpUVNWvpYeb2mtTF7,Grillz,271,54
3HkMNtOIciULbIrsxyl1mq,Pourin' Up,288,46
5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),268,78
6KI1ZpZWYAJLvmVhCJz65G,You Don't Own Me (feat. G-Eazy),201,76
5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,250,75
27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),212,77
1XXimziG1uhM0eDNCZCrUl,Up,156,68
0W6I02J9xcqK8MtSeosEXb,Get Into It (Yuh),138,76
4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),187,77
794F99D5BQHS5ZGRXAs7I5,Anaconda,260,66
58q2HKrzhC3ozto2nDdN4z,I Like It,253,77
10I3CmmwT0BkOVhduDy53o,Really Really,232,68
0WSEq9Ko4kFPt8yo3ICd6T,Praise God,226,74
2gZUPNdnz5Y45eiGxpHGSc,POWER,292,78
22UDw8rSfLbUsaAGTXQ4Z8,American Boy,284,3
31I3Rt1bPa2LrE74DdNizO,Flashing Lights,237,1
5SkRLpaGtvYPhw02vZhQQ9,All Falls Down,223,83
22L7bfCiAkJo5xGSQgmiIO,All Of The Lights,299,79
2dxjKgT0li4qBI3QwuN9Ih,Touch The Sky,236,75
2MIBAmYwiuGoKUlpq9B9sZ,Can't Tell Me Nothing,271,0
5g1vtHqi9uV7xtYeCcFOBx,Jesus Walks,193,72
6Xgq7MvZiet0hVi3KaDSgJ,Holy (feat. Chance The Rapper),212,66
5R2rsbwCDXORX2tLfprRmM,Yacht Club (feat. Juice WRLD),166,70
5IFCyWplye09HytIP80RCF,Too Close,259,68
1NNDZc9BHaWe9JqIsPRlNV,Wifey - Club Mix/Dirty Version,243,60
5XlYPZ7XNkWw4kxgZXM9wk,Weedman,237,40
19gW8vZzd0rxCW85O2rbkW,Fuck The Money,348,17
4TboAbE2pCUUB0fk6Q9rUU,I Used to Love H.E.R.,278,50
7o9KG7iQY8KACz7PZXYpyv,We Don't Have To Take Our Clothes Off,293,59
68wXv4DokvcOVNvuJ7FbWp,CUT EM IN (feat. Rick Ross),177,52
3XC7PIZGrna52zyFDXp48L,Fuck My Job,174,0
03tqyYWC9Um2ZqU0ZN849H,No Hands (feat. Roscoe Dash & Wale),263,77
43TP6JCWXgkc2D7Xjz5hBr,RAP DEVIL,281,53
2CWgsjHSIz6cNFiueadyQs,clown (with Trevor Daniel),148,0
0NmuYnjETG3u3qx0OmEJev,Lil Bit,195,63
3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,132,73
2bBClS4zzrRd4Aj59NaKSv,Super Gremlin,200,0
2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,209,75
1xznGGDReH1oQq0xzbwXa3,One Dance,173,27
02MWAaffLxlfxAUY7c5dvx,Heat Waves,238,13
7FGvAPKP5rn0JnWn6qLqVP,Sticky Icky,222,21
2jGUAB6hKlzK0pZmZpQ02g,Be Faithful,214,51
1JeRFLoIpWHUgYogZCNUPY,What Would You Do?,175,0
5Mmk2ii6laakqfeCT7OnVD,Thong Song,253,71
3eFBLpdod3HTbTCxzxVKYK,Hoochie Mama,180,0
0wfuwgtWKZYRYAONxXPjPO,Tootsee Roll,256,0
4GUQGTQbrpLj13OM1fYnP6,Bling Bling,314,0
6m59VvDUi0UQsB2eZ9wVbH,Poison,261,72
3flAV51ACbtIcEixb0QeZv,Hit 'Em Up Style (Oops!),250,47
0v9kGNjkKdQUdDoBIuiph4,My Prerogative,291,61
4wDSLkTUIpRsn3UbCzW9wV,Motownphilly,235,48
4f7i5mGkpmjORhoN77kSch,No Sex,262,25
1Oi2zpmL81Q0yScF1zxaC0,"Bills, Bills, Bills",256,71
4pmc2AxSEq6g7hPVlJCPyP,"Jumpin', Jumpin'",230,71
7H6ev70Weq6DdpZyyTmUXk,Say My Name,271,81
4WxQGUmWBRNovxlF2g8Xdv,The Humpty Dance,391,0
0UREO3QWbXJW3gOUXpK1am,The Fresh Prince of Bel-Air,177,59
6Sh54zHJjnLvpyr5Eom5F9,Let Me Clear My Throat - Old School Reunion Remix '96,290,0
0YneC4nNQEsKCqAGCv1tJK,My Lovin' (You're Never Gonna Get It),281,39
7MQywXGHEev7JmwwIzMcao,Love Like This,275,67
2h2V4peAb0UQDMBAP2H9Ys,Da' Dip (ORIGINAL),231,0
2OawRn0NvWkStuemgdae4i,My Boo - Hitman's Club Mix,346,0
3QRM0qZB7oMYavveH0iEqx,Here Comes the Hotstepper - Heartical Mix,250,68
27AHAtAirQapVldIm4c9ZX,Jump,195,68
1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,257,73
4ZnKSrukEcPuMxGrcZEEh1,2 Legit 2 Quit,333,50
6QgkOxBXqVRjZ1JcIDbDYY,Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),235,64
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,175,84
69WMdZSqdQwFgLVpbMsZ2J,WIN,215,60
3TlFNLjRnslvF7Y5iS34ZA,Pass The Dutch,306,48
6OSmeoh8kXhCfz9WqvzDoJ,Same Girl (with Usher),252,61
1h9BIVDoluv0iZl7ZDBXjw,You Made Me Love You,274,41
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,202,81
6kL0m9YKOaMxdO0sgbeq5H,Couldn't Be A Better Playa - Lil Jon & the Eastside Boyz Feat. T,354,44
0RZXNlGPvfMo54fd6uCvAT,Knuck If You Buck (feat. Lil' Scrappy),205,61
6Nq5lE0CeOAAAqN4qhkbZU,Suga Suga,239,73
6Uw77XfBxwg7VX6mMdqAmT,ARROGANT AMERiCAN FREESTYLE - REMIX,350,23
3FfzdhMWVcjtyKbyuV0L7u,El Chapo,149,14
6x4tKaOzfNJpEJHySoiJcs,Mambo No. 5 (a Little Bit of...),220,77
2yjlYDiNiQkdxVqTlaSrlX,Super Freaky Girl,170,70
0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),192,81
0hquQWY3xvYqN4qtiquniF,Vegas (From the Original Motion Picture Soundtrack ELVIS),182,77
4cacyP5c3PMlfnyjpg13xW,Betty (Get Money),146,66
6HMtHNpW6YPi1hrw9tgF8P,About Damn Time,191,71
1dI3gIEXZwpdLJOBcdmwj1,Westside Bristol,158,12
6GUiIbJ834FcHewby3PwV0,Breakfast,148,67
3jHBgKdLCf46aP3HRI0WYv,World's Smallest Violin,180,17
29d0nY7TzCoi22XBqDQkiP,Running Up That Hill (A Deal With God) - 2018 Remaster,300,7
11BIoKDpTJHX5mZt6p566h,New Level (feat. Future),267,58
0zj8Xf2PjK2SRPvoinZytS,Ride orDie,156,0
0gljI0CtjpdZK6ecidfxto,Wild Thing,263,61
0GOqNgtK1cXVpVks6oDRW6,For The Record (Dylan Sitts Remix),141,37
5R50a3zfcUAAVy8bjfktDw,Pound,169,0
1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,240,85
5vpDsiVqiZLRwKAzQO708k,Fantastic Voyage,334,57
7nukmkMGLjvgBRZu0DTvuK,Get Rich - Remix By Welon,222,29
1sEY2ApoZv6NnxqL8niytl,What Is An MC,240,0
3TidJUS4FxxHgy1cBMymHF,Money (Dollar Bill Y'all),284,0
31bf9SEOppLU6lQ85d8om6,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Ma),261,68
4NZrZgrRoR4GwR7flWOXRI,Go Fuck Yourself,129,74
1pNN9kkePpNFl9LYeYZ5af,"Tell Tell Tell (Stop Snitchin') (feat. Mr. Bigg, Lyfe Jennings & Young Jeezy) - Explicit Album Version",243,27
2H1047e0oMSj10dgp7p2VG,I Gotta Feeling,289,76
0xmjwnQ3FNE6HuWCt2nHdZ,Where Is The Love?,272,81
3JA9Jsuxr4xgHXEawAdCp4,Just Cant Get Enough,219,80
2ygMBIctKIAfbEBcT9065L,Pump It,213,78
3F9ByoUqu31xU0I3G5xfVg,Meet Me Halfway,284,77
20jYtEun4dUdYZ9foaOC48,My Humps,326,70
3oDFtOhcN08qeDPAK6MEQG,Boom Boom Pow,251,70
4hfIVhq0F0zFUcrbecsYmo,Let's Get It Started - Spike Mix,217,74
0oJMv049q8hEkes9w0L1J4,Imma Be,257,65
5MzjQ95rdB2xt9DNa2IzaC,Don't Phunk With My Heart,239,64
7K8XoQXZBffc4xG2xIQHMO,Rock That Body,268,61
0Pu71wxadDlB8fJXfjIjeJ,Shoop,248,71
7sJN693sYKEIEMu7fc5VnJ,Whatta Man,308,65
6hTBP6QLwJdxbKyLlLXrGo,Let's Talk About Sex,213,61
1ei3hzQmrgealgRKFxIcWn,In The Stars,216,87
3qDbBtbRv6eBls6q51pAL7,Ugly,155,67
3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),156,81
7kOEAYqtX7OjQhNxQT4bPI,Talk To Me,147,37
6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,202,83
4ZtFanR9U6ndgddUvNcjcG,good 4 u,178,85
4fouWK6XVHhzl78KzQ1UjL,abcdefu,168,77
463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),203,70
37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),191,80
0sf12qNH5qcw8qpgymFOqD,Blinding Lights,201,15
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,174,87
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,183,75
3DarAbFujv6eYNliUTyqtz,Kiss Me More (feat. SZA),208,81
0nbXyq5TXYPCO7pr3N8S4I,The Box,196,83
0TK2YIli7K1leLovkQiNik,Seorita,190,77
14msK75pk3pA33pzPVNtBF,7 rings,178,0
1rqqCSm0Qe4I9rUvWncaom,High Hopes,190,83
7qiZfU4dY1lWllzX7mPBI3,Shape of You,233,86
7BKLCZ1jbUBVqRi2FVlTVw,Closer,244,85
0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),173,74
3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,256,74
04aAxqtGp5pv12UXAg4pkq,Centuries,228,81
24YvUQnuPL8gObCfSnAobH,"Hey, Soul Sister",216,0
3U4isOIWM3VvDubwSI3y7a,All of Me,269,86
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,233,84
3zkWCteF82vJwv0hRLba76,Stitches,206,81
6RtPijgfPKROxEzTHNRiDp,Rude,224,83
2tJulUYLDKOg9XrtVkMgcJ,Grenade,222,77
0fioLzGM8ngbD1w6fMmm45,I'm Not The Only One,239,0
19O4dTFbBFSdNuGSigy1p4,Walter White,163,10
7f2HHmhlbdkW5f9Ge26qny,WAM,157,60
5PtMwNq8Dp31uYdGGacVJE,Oxy Cotton,193,55
6M3tbJcqQDOrTE9EbataIr,My Smokin' Song,217,42
0LzrhCZFXW94Y8nwtTuRlw,Hollaback Girl,199,72
419BgOz6TVQm8vvgiwXq5X,Mexican Radio,284,64
0yLdNVWF3Srea0uzk55zFn,Flowers,200,24
3RKjTYlQrtLXCq5ncswBPp,"Hey, Mickey!",115,72
37F7E7BKEw2E4O2L7u0IEp,Limbo,169,76
7DbdUf8aHSYoliSjO6LZv6,"Sex, Drugs, Etc.",196,77
3oiMJQAWVaxSubJ7b2VUtX,Fancy,199,68
7pNC5ZIKtwUK0ReSpM3P9f,Black Widow,209,66
2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,283,79
4DvhkX2ic4zWkQeWMwQ2qf,Like A G6,216,70
2CEgGE6aESpnmtfiZwYlbV,Dynamite,202,76
7ElF5zxOwYP4qVSWVvse3W,Break Your Heart,201,70
0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,262,69
0obBFrPYkSoBJbvHfUIhkv,Sexy And I Know It,199,63
1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),232,80
3bC1ahPIYt1btJzSSEyyrF,Whistle,224,78
6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),234,79
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,199,85
7EQGXaVSyEDsCWKmUcfpLk,Die Young,211,78
1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls,225,80
0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),210,80
2Lhdl74nwwVGOE2Gv35QuK,Cupid's Chokehold / Breakfast in America,243,80
1MtUq6Wp1eQ8PC6BbPCj8P,I Took A Pill In Ibiza - Seeb Remix,197,66
2V4bv1fNWfTcyRJKmej6Sj,Cooler Than Me - Single Mix,213,78
01oPNCtTniFT3YM4K3ksTf,Opposite of Adults,191,54
3wQaW4rEZe7AaDrlrX4eDy,Buzzin',212,55
4U5CjTT6uObhD2vwnD4zOF,Corona And Lime,236,51
4faiJXyBflUVVOOE9fxbeg,Tie Me Down (feat. Ray J),178,50
1fidCEsYlaVE3pHwKCvpFZ,Am I Wrong,245,77
2qPUnoasNe4Ep43emVXEig,Billionaire (feat. Bruno Mars),211,72
2xH94bp1TPSMPPPnnSwIGL,Floats My Boat,206,55
1akgiRM3mN2nxu2AX6ACCW,I Love College,241,57
5x5jOIv5ezHVlVFC6dFq6R,Smell These Roses,242,49
2tN2Kvzm2ITh1jnMKjjWBZ,My Dick,180,51
4vzvI7mWo9xvlDnlJQTB6U,Rump Shaker - Modern Pop Workout Mix,301,0
2TVWQ8xDTLvjimMSqW3F96,Back to the Hotel,304,32
0lSCiYLez4KwmOGS1HKb7t,Baby Got Back,261,0
4DCHUu9qgrtFIY5o184J6z,Whoomp! (There It Is),235,0
6dBQ5asGzaKH9313wBxvIz,Slam,217,0
3gTBF9aB9MVCy9ejLo8HJJ,Don't Drop That Thun Thun,202,13
0PT7nlpo11hYYyfnBgtilT,Nasty Freestyle,142,58
2znzyzlAUc8Z1Ikq9aFOcx,Tuesday (feat. Drake),321,0
61LtVmmkGr8P9I2tSPvdpf,Teach Me How to Dougie,237,69
5RIVoVdkDLEygELLCniZFr,Watch Me (Whip / Nae Nae),185,65
0pSBuHjILhNEo55xK1zrRt,Rolex,238,68
7k6IzwMGpxnRghE7YosnXT,Me & U,192,77
2ndnVdR8si7CW9T8vJRHyW,Move Ya Body,232,68
0tYPj0NYa7vjlJaqlRSnJb,Chain Hang Low,207,57
0AA6zq5ArZ1sSH7VIMi4NK,This Is Why I'm Hot,253,58
6REZUx5kZ8H8RRnIlKgINi,About Us,203,41
4OikxHAgM14El0wQIyyhP8,Love Me Or Hate Me,209,45
5kGCh49aqeRMkEOhQ9mcrW,Party Like A Rock Star,253,44
2IpGdrWvIZipmaxo1YRxw5,Bottoms Up (feat. Nicki Minaj),242,0
2s0ouHqJebHfiQ6C1GUFJd,Milkshake - Radio Mix,182,57
6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,192,84
4ycLiPVzE5KamivXrAzGFG,Fuck You,222,67
6HZ9VeI5IRFCNQLXhpF4bq,I Love It (feat. Charli XCX),157,75
01XFgRZfZI7oBagNf1Loml,Harlem Shake,196,56
4OjuzM3rTWp3q60mEldNSF,Hit the Quan - Original Version,181,56
6ZSO7kPn8IMJFymyticbJO,Gold,225,62
0s9A4pUBLw68E76vY8LU9K,My Baby,221,34
5r29mFrurlVBbqJzjr2XW6,"My Neck, My Back (Lick It)",222,60
563vSy3HB5NHxel1VGQCW6,Still Fly,335,64
